statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,coverage_mode,v5_compatible,needs_repair
S0245,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,240,continuous vs discrete statement,"On each prime gap \([p_n,p_{n+1})\), \(\theta(x)=\theta(p_n)\), so \(R(x)\\) is a one-variable explicit function. Its maximum on the gap is attained either at an endpoint/left-limit or at an explicitly computable critical point. The certificate verifies the endpoint/left-limit grid; if the final proof wants full formal rigor without relying on monotonicity l",theta_window,True,False
S0246,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,240,interior crossing rule,"On each prime gap \([p_n,p_{n+1})\), \(\theta(x)=\theta(p_n)\), so \(R(x)\\) is a one-variable explicit function. Its maximum on the gap is attained either at an endpoint/left-limit or at an explicitly computable critical point. The certificate verifies the endpoint/left-limit grid; if the final proof wants full formal rigor without relying on monotonicity l",theta_window,True,False
S0247,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,242,continuous vs discrete statement,The Codex validation states that both continuous left limits and integer pre-prime checks remain below the same worst ratio at \(x=2\).,unclear,True,False
S0248,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,274,continuous vs discrete statement,### 7.2 Finite continuous theta-envelope certificate,theta_window,True,False
S0249,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,296,finite-zone rule,2\le x<P_0,unclear,True,False
S0250,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,312,finite-zone rule,2\le x<P_0,unclear,True,False
S0251,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,338,row family definition,"by the FullFCL mechanism, once the Prime Mesh-specific analytic lemmas are formally proved.",unclear,True,False
S0252,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,346,row family definition,\mathsf{FullFCL},unclear,True,False
S0253,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,392,continuous vs discrete statement,This closure update closes the finite continuous theta-envelope gap only. The remaining work is still the formal analytic proof of the Prime Mesh-specific asymptotic lemmas.,theta_window,True,False
S0254,Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md,408,row family definition,\text{assemble FullFCL above }P_0,unclear,True,False
S0255,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,16,continuous vs discrete statement,- Classification: `missing_endpoint_sign_orientation`.,endpoint_or_window,True,False
S0256,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,26,coverage theorem,| Theta/R2Q Covering | `conditional` | Covering Localization Conditional Theorem gives this as Input/conditional theorem with empirical support. |,theta_window,True,False
S0257,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,28,continuous vs discrete statement,| Endpoint Sign Orientation | `conditional_incomplete` | Theta conditional assembly states positive crossing gives E_theta>0 and negative gives E_theta<0; target needs unified E_theta>=0 for RH-scale crossing. |,theta_window,True,False
S0258,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,30,finite-zone rule,| Finite-Zone Coverage | `conditional` | FiniteThetaEnvelope and finite certificate files exist; final index/reproducibility still noted. |,theta_window,True,False
S0259,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,35,continuous vs discrete statement,| file | status | covering | threshold | endpoint sign | lower crossing | finite | direct sign |,finite_certificate,True,False
S0260,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,42,row family definition,| `Prime_Mesh_R2Q_FullFCL_Closure_Update_v1.md` | `conditional_support` | True | False | True | False | True | False |,unclear,True,False
S0261,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,43,row family definition,| `Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md` | `proof_target` | True | True | True | False | False | False |,unclear,True,False
S0262,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,44,row family definition,| `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md` | `candidate` | True | True | True | False | True | False |,unclear,True,False
S0263,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,45,row family definition,| `Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md` | `conditional_support` | True | True | True | False | False | False |,unclear,True,False
S0264,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,61,failed delta route,The bridge must use direct threshold sign and must not rely on `Q_R2Q>0.75 => Q_delta_D>0.75`.,unclear,False,True
S0265,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,71,continuous vs discrete statement,"| Endpoint sign orientation | `open` | Need theorem that selected first-crossing row has E_theta>=0 in the target orientation, or split upper/lower signs. | `Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Proof_Attack_v1.md` |",theta_window,True,False
S0266,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,78,continuous vs discrete statement,`Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Proof_Attack_v1.md`.,endpoint_or_window,True,False
S0267,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,91,row family definition,prime_mesh_r2q_firstcrossing_localization_fullfcl_review.csv,unclear,True,False
S0268,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,15,coverage theorem,1. **Covering Localization**,unclear,True,False
S0269,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,19,row family definition,\text{admissible v5 R2Q/theta row}.,theta_window,True,False
S0270,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,33,row family definition,\text{any global RH-scale first crossing is covered by an admissible local R2Q/theta row.},theta_window,True,False
S0271,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,50,row family definition,J\in\mathcal J_{\rm R2Q}.,unclear,True,False
S0272,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,85,row family definition,Suppose \(X_0\) is a first crossing of the envelope. Then there exists an admissible v5 local row \(J_0\) in the R2Q/theta row family such that \(X_0\) is represented by \(J_0\).,theta_window,True,False
S0273,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,93,row family definition,\exists J_0\in\mathcal J_{\rm R2Q}^{v5},unclear,True,False
S0274,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,104,continuous vs discrete statement,### Endpoint coverage,endpoint_or_window,True,False
S0275,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,110,interior crossing rule,### Interior coverage,unclear,True,False
S0276,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,122,continuous vs discrete statement,### Discrete sampled coverage,unclear,True,False
S0277,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,128,continuous vs discrete statement,This is dangerous unless the final RH bridge is also endpoint/sampled-discrete. The final proof must not silently upgrade sampled-grid H-Exc to full-grid.,endpoint_or_window,True,False
S0278,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,128,sample-grid caveat,This is dangerous unless the final RH bridge is also endpoint/sampled-discrete. The final proof must not silently upgrade sampled-grid H-Exc to full-grid.,endpoint_or_window,True,False
S0279,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,132,finite-zone rule,"If \(X_0<P_0\), then \(X_0\) is finite-certified rather than post-\(P_0\) analytically covered.",finite_certificate,True,False
S0280,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,141,coverage theorem,"\text{Covering localization: }1468\text{ covered},\ 0\text{ uncovered}.",unclear,True,False
S0281,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,147,coverage theorem,- Covering localization files exist.,unclear,True,False
S0282,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,149,continuous vs discrete statement,- The endpoint sign gap was later resolved by upper/lower split.,endpoint_or_window,True,False
S0283,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,163,row family definition,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,unclear,True,False
S0284,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,164,row family definition,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,unclear,True,False
S0285,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,165,row family definition,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,unclear,True,False
S0286,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,179,row family definition,prime_mesh_r2q_fullfcl_v2_closure_rows.csv,unclear,True,False
S0287,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,195,continuous vs discrete statement,"If \(G\) is stepwise, use the first integer or first prime-indexed endpoint where the envelope fails.",endpoint_or_window,True,False
S0288,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,197,row family definition,### Step 2 — Define admissible row family,unclear,True,False
S0289,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,202,row family definition,\mathcal J_{\rm R2Q}^{v5},unclear,True,False
S0290,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,210,row family definition,4. any FullFCL/theta covering rows.,theta_window,True,False
S0291,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,212,row family definition,### Step 3 — Prove row family covers the domain,unclear,True,False
S0292,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,214,covered domain,"Show that for every \(x\ge X_{\min}\), either \(x<P_0\) and finite certificate applies, or:",finite_certificate,True,False
S0293,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,214,finite-zone rule,"Show that for every \(x\ge X_{\min}\), either \(x<P_0\) and finite certificate applies, or:",finite_certificate,True,False
S0294,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,217,covered domain,"x\in[a(J),b(J)]",unclear,True,False
S0295,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,220,row family definition,for some admissible post-\(P_0\) row \(J\).,unclear,True,False
S0296,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,222,continuous vs discrete statement,### Step 4 — Prove endpoint/window captures first crossing,endpoint_or_window,True,False
S0297,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,224,continuous vs discrete statement,"If \(X_0\in[a(J),b(J)]\), show the row’s endpoint/window data is sufficient to represent the first crossing.",endpoint_or_window,True,False
S0298,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,229,interior crossing rule,\text{first crossing inside row},unclear,True,False
S0299,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,231,continuous vs discrete statement,\text{row endpoint sign/motion records the crossing}.,endpoint_or_window,True,False
S0300,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,234,boundary case rule,### Step 5 — Handle boundary cases,unclear,True,False
S0301,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,236,boundary case rule,"If \(X_0\) lies exactly on the boundary between two rows, prove at least one adjacent row is admissible and captures the crossing.",unclear,True,False
S0302,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,240,continuous vs discrete statement,Use the EndpointSign result:,endpoint_or_window,True,False
S0303,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,242,upper/lower sign preservation,- upper rows have \(E_\theta>0\);,theta_window,True,False
S0304,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,243,upper/lower sign preservation,- lower rows have \(E_\theta<0\);,theta_window,True,False
S0305,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,253,covered domain,"\forall x\ge X_{\min},\quad",unclear,True,False
S0306,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,254,row family definition,"x\in \bigcup_{J\in\mathcal J}[a(J),b(J)]",unclear,True,False
S0307,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,257,finite-zone rule,or \(x\) is finite-certified.,finite_certificate,True,False
S0308,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,259,endpoint/window selection rule,### Lemma B — FirstCrossing Window Selection,endpoint_or_window,True,False
S0309,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,263,continuous vs discrete statement,### Lemma C — Endpoint Compatibility,endpoint_or_window,True,False
S0310,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,265,continuous vs discrete statement,"For selected \(J_0\), the row endpoint data satisfies the same crossing sign as the global first crossing.",endpoint_or_window,True,False
S0311,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,281,finite-zone rule,"If \(X_0<P_0\), finite certificates cover it. If \(X_0\) lies near \(P_0\), the finite/post-\(P_0\) overlap has no gap.",finite_certificate,True,False
S0312,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,283,interior crossing rule,### Lemma E — No Missed Interior Crossing,unclear,True,False
S0313,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,285,row family definition,"If the first crossing occurs inside an interval before the row endpoint, the row family has a subrow, sampled endpoint, or refinement capturing that interior crossing.",endpoint_or_window,True,False
S0314,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,285,continuous vs discrete statement,"If the first crossing occurs inside an interval before the row endpoint, the row family has a subrow, sampled endpoint, or refinement capturing that interior crossing.",endpoint_or_window,True,False
S0315,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,285,interior crossing rule,"If the first crossing occurs inside an interval before the row endpoint, the row family has a subrow, sampled endpoint, or refinement capturing that interior crossing.",endpoint_or_window,True,False
S0316,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Proof_Attack_v1.md,293,sample-grid caveat,"H-Exc is sampled-grid only. The global first crossing is a global error event over \(x\), not necessarily a sampled grid event.",unclear,True,False
